title,car_model_name,car_color,car_mileage,location,date,price,image
مرسيدس C 180 2008,C 180,فضي,"137,000 كم",القاهرة,2024-05-03,"930,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/03/6442480/medium_up_778ff1b3f2a3cefecd305fc7a007145e.jpg
مرسيدس GLA 2018,GLA,أسود,"92,000 كم",القاهرة,2024-05-03,"1,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6417710/medium_up_da3cf03790f4301a79808b65f84b734d.jpg
مرسيدس GLE 2023,GLE,أسود,"33,000 كم",مدينة نصر,2024-05-03,"6,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/03/6442509/medium_up_34a18a30d192451c8b55dfb44287739e.jpg
مرسيدس A 200 2020,A 200,أبيض,"44,000 كم",الإسكندرية,2024-05-03,"2,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/03/6442389/medium_up_ba421c3dd4bc3d5aebdd7ecc9a18732b.jpg
مرسيدس CLA 200 2024,CLA 200,أسود,0 كم,المنصورة,2024-04-17,"3,290,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/17/6288399/medium_up_9a68fdaaf730dabf4d45281e1177c028.jpg
مرسيدس GLC 300 2020,GLC 300,أسود,"119,000 كم",الشروق,2024-05-03,"3,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/03/6442174/medium_up_314c0ee30d87d8870cd4f25f16fad0b0.jpg
مرسيدس C 280 2008,C 280,فضي,"285,000 كم",6 أكتوبر,2024-05-03,"850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/03/6442182/medium_up_f69583476cf755505235a59015df8eb5.jpg
مرسيدس S 300 1992,S 300,أسود,"120,000 كم",المقطم,2024-05-03,"650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/03/6442105/medium_up_7a038e1fdd91f4d672d16eaea9f80bc9.jpg
مرسيدس C 180 2014,C 180,فضي,"200,000 كم",المعادى,2024-05-03,"1,280,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/30/6378527/medium_up_079486c799cbd9cfd896888d0331ac80.jpg
مرسيدس CLA 180 2023,CLA 180,احمر غامق,- كم,مدينة نصر,2024-05-03,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436815/medium_up_4a07784677f2637ee12825a753e52ae2.jpg
مرسيدس GLC 300 2022,GLC 300,أسود,"30,000 كم",القاهرة,2024-05-02,"4,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6441867/medium_up_a8d3869b9f18ac448acbf1d256934e10.jpg
مرسيدس E 200 2017,E 200,أسود,"160,000 كم",مدينة الشيخ زايد,2024-05-02,"2,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6441804/medium_up_a59501fcd1e1eace9c6b3577a4628e2e.jpg
مرسيدس GLC 300 2024,GLC 300,فيراني,980 كم,الجيزة,2024-02-11,"5,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/11/6277518/medium_up_c6037bf732d4659a482b2dbe732c98cd.jpg
مرسيدس E 250 2011,E 250,أسود,"169,000 كم",القاهرة,2024-05-02,"2,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6441327/medium_up_b885faa42e23ff546da6fcd3c4385c50.jpg
مرسيدس C 180 2013,C 180,أبيض,"155,000 كم",القاهرة,2024-05-02,"1,380,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6441225/medium_up_336e221f079a1e340d9989ccd65ccd20.jpg
مرسيدس CLA 200 2024,CLA 200,أسود,0 كم,مصر الجديدة,2024-05-02,"1,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/22/6419658/medium_up_08c7d93b66a29cb736f82263cd4b1b4e.jpg
مرسيدس C 180 2010,C 180,أسود,"180,000 كم",مدينة نصر,2024-05-02,"930,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6435015/medium_up_bd6379395fb94c5010df95b4b6d3a11d.jpg
مرسيدس C 180 2004,C 180,أسود,"270,000 كم",حدائق الاهرام,2024-05-02,"570,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440773/medium_up_0897c460c25f9d28f70383024ced70eb.jpg
مرسيدس E 180 2016,E 180,أسود,"7,000 كم",الإسكندرية,2024-05-02,"2,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440640/medium_up_7bfeef5eb163483b5d1ea6ef55fcdb19.jpg
مرسيدس C 180 2021,C 180,فضي,"20,000 كم",العاشر من رمضان,2024-05-02,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440590/medium_up_441d16279125a2997db5dea41204eb5b.jpg
مرسيدس C 180 2004,C 180,أسود,"250,000 كم",القاهرة,2024-05-02,"625,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440011/medium_up_bd57ac734496d3411cb67c27b6724573.jpg
مرسيدس C 200 2006,C 200,فضي,"170,000 كم",التجمع - القاهرة الجديدة,2024-05-02,"880,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440500/medium_up_fe2eda06ff9191ffff091fff6fa00f60.jpg
مرسيدس C 180 2022,C 180,أزرق,"13,000 كم",حدائق الاهرام,2024-05-02,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6433455/medium_up_d246d7d99516fb0552b65c211aafe8a5.jpg
مرسيدس GLA 2022,GLA,أبيض,"28,000 كم",مصر الجديدة,2024-05-02,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440319/medium_up_e2dcbd7aa046df79aa9492f2307c15cc.jpg
مرسيدس C 180 2023,C 180,فضي,"35,000 كم",مصر الجديدة,2024-05-02,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440311/medium_up_3471e77e43209b4b92442de698372bb6.jpg
مرسيدس C 200 2023,C 200,أسود,"14,000 كم",مصر الجديدة,2024-05-02,"2,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440302/medium_up_9d4884958f0b7420e9ee90ddf9df16b5.jpg
مرسيدس GLA 2024,GLA,أسود,0 كم,القاهرة,2024-05-02,"3,650,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440268/medium_up_d4d20a6bebf78601e005f0350efcb41e.jpg
مرسيدس 250 2019,250,أسود,"93,000 كم",6 أكتوبر,2024-05-02,"3,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6440016/medium_up_38e761d11450a033fb311b58048a5f6f.jpg
مرسيدس 200 2021,200,أبيض,"8,500 كم",التجمع - القاهرة الجديدة,2024-05-02,"2,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6439912/medium_up_5d40829ed560e0b170730edaa5565964.jpg
مرسيدس C 200 2023,C 200,أبيض,"14,000 كم",مصر الجديدة,2024-05-02,"2,400,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/02/6439899/medium_up_16ac2876434c5faa6ed0dd39c41fd95d.jpg
مرسيدس C 180 2016,C 180,أسود,"78,000 كم",مصر الجديدة,2024-05-01,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6439827/medium_up_9fb1636ad285d4ac9b5f08b414ede5c8.jpg
مرسيدس C 180 2007,C 180,أسود,"210,000 كم",القاهرة,2024-05-01,"600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/28/6433287/medium_up_cfb538fb54b27fffa5c4252a5659d27f.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,أسود,"25,000 كم",التجمع - القاهرة الجديدة,2024-05-01,"3,450,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/19/6292255/medium_up_8be5d5bbfd0054628221594bf9b0e58e.jpg
مرسيدس C 180 2020,C 180,فضي,"40,000 كم",التجمع - القاهرة الجديدة,2024-05-01,"2,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6439345/medium_up_5f9c0646160923bffcc8846a60dbb107.jpg
مرسيدس C 200 2022,C 200,فضي,"10,000 كم",مدينة نصر,2024-05-01,"3,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/19/6293236/medium_up_3ec5f35c8280a1811819bee89a7ab632.jpg
مرسيدس C 180 2022,C 180,احمر,"7,000 كم",القاهرة,2024-05-01,"2,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/09/6336215/medium_up_d9d3e4864aa0bb71f7bcf6df65ae289b.jpg
مرسيدس CLA 180 2021,CLA 180,أسود,"30,000 كم",6 أكتوبر,2024-05-01,"2,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6438798/medium_up_279fa4c7545b7da1d754f2c6b1f260f9.jpg
مرسيدس C 180 2015,C 180,أسود,"95,000 كم",العاشر من رمضان,2024-05-01,"1,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6438860/medium_up_137e3d0d5e1fe408e023f5ff4fcc80d7.jpg
مرسيدس C 180 2023,C 180,أبيض,"27,000 كم",القاهرة,2024-05-01,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6433595/medium_up_38db6af6d487aa21965a47d2fbeeb594.jpg
مرسيدس C 180 2023,C 180,أبيض,"8,000 كم",بورسعيد,2024-05-01,"3,000,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس E 230 1988,E 230,فضي,"150,000 كم",مصر الجديدة,2024-05-01,"333,333 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/25/6306029/medium_up_64b744284ce309a8e9a9a3c8514c16fb.jpg
مرسيدس C 180 2023,C 180,أبيض,"40,000 كم",التجمع - القاهرة الجديدة,2024-05-01,"3,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6438392/medium_up_a1ba7bb6a1539fc573d2df7791b7497b.jpg
مرسيدس GLC 300 2019,GLC 300,أبيض,"5,700 كم",6 أكتوبر,2024-05-01,"4,000,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس C 180 2012,C 180,أسود,"170,000 كم",التجمع - القاهرة الجديدة,2024-05-01,"1,385,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6438249/medium_up_0dcdab21cbdd5ac5fa53d5d05d22719a.jpg
مرسيدس C 200 2019,C 200,أبيض,"116,000 كم",العاشر من رمضان,2024-05-01,"2,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6438227/medium_up_4447a018d0d8d52865e731fad413aa6a.jpg
مرسيدس C 240 2003,C 240,أسود,"140,000 كم",مدينة نصر,2024-05-01,"666,666 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/05/01/6438026/medium_up_e3dcb5719f902c690f78fc1baac376eb.jpg
مرسيدس CLA 180 2016,CLA 180,احمر,"24,000 كم",التجمع - القاهرة الجديدة,2024-04-30,"2,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/21/6418542/medium_up_aeb70625a378d497005c4922a1f5ae0d.jpg
مرسيدس C 180 2016,C 180,أسود,"199,000 كم",بلبيس,2024-03-12,"1,350,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/09/6334985/medium_up_55ad5260863a8f438767ea4e8038c802.jpg
مرسيدس C 200 2022,C 200,الأزرق الداكن,"12,000 كم",القاهرة,2024-04-30,"3,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6437603/medium_up_e6d461af6414e65a50528350375f3fb7.jpg
مرسيدس C 180 2013,C 180,أسود,"75,000 كم",الشرقية,2024-04-30,"1,250,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6437475/medium_up_7f6aa2464b4f688f32d4cc3ba0aeea79.jpg
مرسيدس E 300 2021,E 300,أسود,"47,000 كم",6 أكتوبر,2024-04-30,"3,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/28/6312887/medium_up_b4ea20ff8418db61f3383f002ae37049.jpg
مرسيدس C 180 2015,C 180,رمادي,"115,000 كم",6 أكتوبر,2024-04-30,"2,050,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/26/6428790/medium_up_4604f9c2b38526588f83546f78d3ce33.jpg
مرسيدس C 180 2024,C 180,أسود,- كم,مدينة نصر,2024-04-30,"4,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/03/20/6354548/medium_up_fdd7470561d1e08984320688f102d8d8.jpg
مرسيدس C 180 2011,C 180,أسود,"149,000 كم",6 أكتوبر,2024-04-30,"1,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/27/6430205/medium_up_35e501edf5a872fc1bee556decaac318.jpg
مرسيدس 200 2000,200,أبيض,"191,000 كم",القاهرة,2024-04-30,"675,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6435938/medium_up_768e2c6a518f2ea3a9a90a91b3251f94.jpg
مرسيدس C 180 2018,C 180,فضي,"43,000 كم",المعادى,2024-04-30,"1,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436767/medium_up_c1367c3c0839cf64bd9121f548fbe329.jpg
مرسيدس E 180 2019,E 180,فضي,"62,000 كم",القاهرة,2024-04-30,"3,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/27/6429983/medium_up_4054ca7a3c9ab35c9ad8373a7da45d59.jpg
مرسيدس C 180 2019,C 180,فضي,"60,000 كم",مدينة نصر,2024-04-03,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/03/6385895/medium_up_4a9519cd9e897fb7615f1a13d5c88f43.jpg
مرسيدس GLC 300 2024,GLC 300,أسود,0 كم,التجمع - القاهرة الجديدة,2024-04-30,"19,950,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436662/medium_up_dcf32a966373de26386af7973d3d07aa.jpg
مرسيدس 200 1998,200,فضي,- كم,6 أكتوبر,2024-04-30,"580,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434048/medium_up_77f63d6c8658a9f5b6adce2ecaf08c32.jpg
مرسيدس C 180 2007,C 180,أسود,"138,000 كم",الدقى,2024-04-30,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436457/medium_up_513364455d0b53676b4a26b4e6766ea9.jpg
مرسيدس E 200 2022,E 200,أسود,"1,300 كم",القاهرة,2024-04-30,"4,300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436370/medium_up_f5e52bb3635cc072fe4c566726eac8f2.jpg
مرسيدس E 180 2019,E 180,باذنجاني,"51,000 كم",6 أكتوبر,2024-04-30,"2,850,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436046/medium_up_458c42afd9f6902581787c8ecdf63e0b.jpg
مرسيدس GLA 2020,GLA,الأزرق الداكن,"43,000 كم",6 أكتوبر,2024-04-30,"2,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436110/medium_up_87ee08350f81f0f26b316700f910b4dc.jpg
مرسيدس 200 2022,200,أسود,"31,000 كم",التجمع - القاهرة الجديدة,2024-04-30,"2,750,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436053/medium_up_0e54960837f7525db90c3474b7baf18c.jpg
مرسيدس C 180 2010,C 180,فضي,"145,000 كم",القاهرة,2024-04-30,"1,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6436008/medium_up_48ad9a5c08b8b1a7aac4797cd40e5177.jpg
مرسيدس GLC 200 AMG مستوردة 2024,GLC 200 AMG مستوردة,أبيض,0 كم,التجمع - القاهرة الجديدة,2024-02-22,"5,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/02/22/6298867/medium_up_13ab2eac67d0675d8396b99c5523293f.jpg
مرسيدس E 180 2016,E 180,أسود,"127,000 كم",الإسكندرية,2024-04-30,"3,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/30/6435860/medium_up_3c37faaf11173c1813e1aaca7eef1f9b.jpg
مرسيدس E 200 AMG 2021,E 200 AMG,أسود,"54,000 كم",المعادى,2024-04-29,"5,000,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6435630/medium_up_4095760f2daf29267f3b873ae8430775.jpg
مرسيدس GLA 2023,GLA,أسود,"10,000 كم",6 أكتوبر,2024-04-29,"3,250,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس A 200 2023,A 200,رمادي,0 كم,التجمع - القاهرة الجديدة,2024-04-29,"2,700,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434894/medium_up_b087e6bf1ff783690fd62638edeae96c.jpg
مرسيدس 200 2022,200,أبيض,- كم,التجمع - القاهرة الجديدة,2024-04-29,"3,900,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434837/medium_up_969790504fb32882c84f4223435f7e77.jpg
مرسيدس 200 2024,200,احمر,0 كم,التجمع - القاهرة الجديدة,2024-04-29,"3,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434792/medium_up_ae60df5ad4d3fef3768fcdc51cc987f8.jpg
مرسيدس 200 1982,200,احمر,"180,000 كم",المنصورة,2024-04-29,"300,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434753/medium_up_9f465c7040c9b3bd1abe07ddd97392b3.jpg
مرسيدس C 180 2022,C 180,فضي,"40,000 كم",مدينة الشيخ زايد,2024-04-29,"3,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434702/medium_up_187e280bc20c5e5ace9b7f9db06c8e1e.jpg
مرسيدس 200 2024,200,سماوى,0 كم,التجمع - القاهرة الجديدة,2024-04-29,"3,550,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434678/medium_up_96beddca5f62bc2bbcd57f63902394d6.jpg
مرسيدس B 160 2011,B 160,رمادي,"148,000 كم",التجمع - القاهرة الجديدة,2024-04-29,"690,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6433908/medium_up_b2b4c3171186bf4b54f7fd5d66936437.jpg
مرسيدس C 180 2013,C 180,فضي,"110,000 كم",الهرم,2024-04-29,"1,280,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/27/6429915/medium_up_10df11f9a7f5b11d739e6629b154507f.jpg
مرسيدس C 180 2023,C 180,فيراني,"3,000 كم",مدينة نصر,2024-04-29,"3,150,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434487/medium_up_564585956fb502041d8c5276403a18fc.jpg
مرسيدس C 180 2018,C 180,أسود,"25,000 كم",مصر الجديدة,2024-04-29,"2,200,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/28/6431844/medium_up_9b7e5f3b5b3a00753e08b43e376de25f.jpg
مرسيدس C 180 2017,C 180,فضي,"82,500 كم",القاهرة,2024-04-29,"2,185,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6434190/medium_up_585bf1216cbb513374cae5a66ef6bd34.jpg
مرسيدس C 180 2018,C 180,أسود,"58,700 كم",القاهرة,2024-04-29,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/26/6427625/medium_up_366bf65031f2ac018c332c67f8108435.jpg
مرسيدس C 200 AMG 2022,C 200 AMG,فيراني,"19,000 كم",الإسكندرية,2024-04-29,"3,800,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6433902/medium_up_387032e73571e030e003863ed92d56e2.jpg
مرسيدس E 200 2017,E 200,أبيض,"140,000 كم",قليوب,2024-04-29,"2,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6433701/medium_up_bccc3a64f763e5dbc89274dec05113b4.jpg
مرسيدس 300 1988,300,فضي,"5,000 كم",العاشر من رمضان,2024-04-29,"320,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6433644/medium_up_27574224e78c9b4b8e56395c86d69101.jpg
مرسيدس C 180 2020,C 180,أبيض,"96,000 كم",التجمع - القاهرة الجديدة,2024-04-29,"2,500,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/29/6433542/medium_up_e67e8acc088a1ee629791df9ab0d6ae3.jpg
مرسيدس 180 2003,180,الأزرق الداكن,"250,000 كم",المرج,2024-04-29,"625,000 جنيه",https://media.hatla2eestatic.com/images/car/make-320x229/mercedes.png
مرسيدس CLC Class 2021,CLC Class,أبيض,"90,000 كم",6 أكتوبر,2024-04-28,"3,600,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/28/6432243/medium_up_4e1e357f569e198a841e3822d85e8834.jpg
مرسيدس C 280 2008,C 280,الأزرق الداكن,"295,000 كم",حدائق الاهرام,2024-04-28,"1,100,000 جنيه",https://media.hatla2eestatic.com/uploads/car/2024/04/28/6432326/medium_up_2ae480a51da650f79351a1e3d376f5da.jpg
